Entity,Code,Year,Average annual hours worked per employed person (Bick et al 2019),Annual working hours per worker,Annual working hours for full-time production workers in non-agricultural activities (Huberman & Minns 2007),143615-annotations,Average annual hours actually worked per worker (OECD)
Hong Kong,HKG,1992,,2224.1714,,,
Hong Kong,HKG,1993,,2287.9592,,,
Hong Kong,HKG,1994,,2291.9285,,,
Hong Kong,HKG,1995,,2254.8499,,,
Hong Kong,HKG,1996,,2304.2678,,,
Hong Kong,HKG,1997,,2257.8132,,,
Hong Kong,HKG,1998,,2259.1526,,,
Hong Kong,HKG,1999,,2301.9258,,,
Hong Kong,HKG,2000,,2330.667,,,
Hong Kong,HKG,2001,,2326.358,,,
Hong Kong,HKG,2002,,2343.431,,,
Hong Kong,HKG,2003,,2330.8987,,,
Hong Kong,HKG,2004,,2354.375,,,
Hong Kong,HKG,2005,,2346.386,,,
Hong Kong,HKG,2006,,2315.4949,,,
Hong Kong,HKG,2007,,2327.78,,,
Hong Kong,HKG,2008,,2277.0227,,,
Hong Kong,HKG,2009,,2251.9988,,,
Hong Kong,HKG,2010,,2302.08,,,
Hong Kong,HKG,2011,,2256.8945,,,
Hong Kong,HKG,2012,,2233.4592,,,
Hong Kong,HKG,2013,,2225.5356,,,
Hong Kong,HKG,2014,,2175.4304,,,
Hong Kong,HKG,2015,,2185.5137,,,
Hong Kong,HKG,2016,,2176.568,,,
Hong Kong,HKG,2017,,2147.5745,,,
Hong Kong,HKG,2018,,2147.5745,,,
Hong Kong,HKG,2019,,2147.5745,,,
Hungary,HUN,1996,1915.96533203125,1945.9785,,,1946
Hungary,HUN,1997,1911.01257324219,1954.3046,,,1954.3
Hungary,HUN,1998,1893.98107910156,1945.0614,,,1945.09999999999
Hungary,HUN,1999,1913.26721191406,1952.4032,,,1952.4
Hungary,HUN,2000,1866.89074707031,1932.4021,,,1932.4
Hungary,HUN,2001,1895.29797363281,1897.765,,,1897.8
Hungary,HUN,2002,1871.12414550781,1883.6323,,,1883.59999999999
Hungary,HUN,2003,1871.82958984375,1856.2875,,,1856.3
Hungary,HUN,2004,1882.46215820312,1858.6111,,,1858.59999999999
Hungary,HUN,2005,1876.81274414062,1834.0532,,,1834.09999999999
Hungary,HUN,2006,1864.65222167969,1813.8796,,,1813.9
Hungary,HUN,2007,1852.47998046875,1787.781,,,1787.8
Hungary,HUN,2008,1840.89099121094,1791.238,,,1791.2
Hungary,HUN,2009,1837.78125,1758.2225,,,1758.2
Hungary,HUN,2010,1830.55981445312,1766.3568,,,1766.4
Hungary,HUN,2011,1839.76110839844,1753.6707,,,1753.7
Hungary,HUN,2012,1824.86755371094,1738.2518,,,1738.3
Hungary,HUN,2013,1827.74584960938,1733.6252,,,1733.59999999999
Hungary,HUN,2014,1830.52136230469,1748.5514,,,1748.59999999999
Hungary,HUN,2015,1835.51721191406,1745.948,,,1745.9
Hungary,HUN,1980,,2130.5764,,,2348
Hungary,HUN,1981,,2129.6052,,,2347
Hungary,HUN,1982,,2039.2937,,,2248
Hungary,HUN,1983,,2019.8718,,,2226
Hungary,HUN,1984,,1949.9531,,,2149
Hungary,HUN,1985,,1923.7336,,,2120
Hungary,HUN,1986,,1914.9939,,,2111
Hungary,HUN,1987,,1957.7219,,,2158
Hungary,HUN,1988,,1951.8954,,,2151
Hungary,HUN,1989,,1927.618,,,2125
Hungary,HUN,1990,,1888.7743,,,2082
Hungary,HUN,1991,,1857.6993,,,2048
Hungary,HUN,1992,,1815.9424,,,2002
Hungary,HUN,1993,,1815.9424,,,2002
Hungary,HUN,1994,,1943.1555,,,2142
Hungary,HUN,1995,,1948.011,,,1948
Hungary,HUN,2016,,1760.155,,,1760.2
Hungary,HUN,2017,,1747.3541,,,1747.4
Hungary,HUN,2018,,1728.8778,,,1728.9
Hungary,HUN,2019,,1725.2279,,,1725.2
Iceland,ISL,1964,,2115.84,,,
Iceland,ISL,1965,,2092.803,,,
Iceland,ISL,1966,,2080.6277,,,
Iceland,ISL,1967,,2045.2112,,,
Iceland,ISL,1968,,1998.6008,,,
Iceland,ISL,1969,,1970.4004,,,
Iceland,ISL,1970,,1953.1528,,,1954
Iceland,ISL,1971,,1915.1821,,,1916
Iceland,ISL,1972,,1882.5275,,,1883
Iceland,ISL,1973,,1865.3461,,,1866
Iceland,ISL,1974,,1840.9304,,,1841
Iceland,ISL,1975,,1816.4849,,,1817
Iceland,ISL,1976,,1789.3252,,,1790
Iceland,ISL,1977,,1747.7571,,,1748
Iceland,ISL,1978,,1709.6963,,,1710
Iceland,ISL,1979,,1696.981,,,1697
Iceland,ISL,1980,,1687.0228,,,1688
Iceland,ISL,1981,,1680.6754,,,1681
Iceland,ISL,1982,,1683.3799,,,1684
Iceland,ISL,1983,,1683.3934,,,1684
Iceland,ISL,1984,,1681.5781,,,1682
Iceland,ISL,1985,,1680.6815,,,1681
Iceland,ISL,1986,,1673.4517,,,1674
Iceland,ISL,1987,,1671.6102,,,1672
Iceland,ISL,1988,,1678.8577,,,1679
Iceland,ISL,1989,,1674.3617,,,1675
Iceland,ISL,1990,,1664.4016,,,1665
Iceland,ISL,1991,,1667.9596,,,1668
Iceland,ISL,1992,,1667.9596,,,1668
Iceland,ISL,1993,,1682.919,,,1683
Iceland,ISL,1994,,1654.6625,,,1655
Iceland,ISL,1995,,1641.3654,,,1641
Iceland,ISL,1996,,1658.8179,,,1659
Iceland,ISL,1997,,1683.75,,,1684
Iceland,ISL,1998,,1664.6354,,,1665
Iceland,ISL,1999,,1644.6896,,,1645
Iceland,ISL,2000,,1695.385,,,1696
Iceland,ISL,2001,,1706.1888,,,1707
Iceland,ISL,2002,,1672.115,,,1672
Iceland,ISL,2003,,1638.8722,,,1639
Iceland,ISL,2004,,1645.5208,,,1645
Iceland,ISL,2005,,1637.21,,,1637
Iceland,ISL,2006,,1627.2372,,,1627
Iceland,ISL,2007,,1605.6293,,,1605
Iceland,ISL,2008,,1607.2914,,,1607
Iceland,ISL,2009,,1512.2565,,,1512
Iceland,ISL,2010,,1503.0515,,,1503
Iceland,ISL,2011,,1511.8303,,,1512
Iceland,ISL,2012,,1497.8882,,,1498
Iceland,ISL,2013,,1499.7734,,,1500
Iceland,ISL,2014,,1488.4912,,,1488
Iceland,ISL,2015,,1486.4058,,,1486
Iceland,ISL,2016,,1473.9927,,,1474
Iceland,ISL,2017,,1464.4535,,,1464
Iceland,ISL,2018,,1449.3953,,,1449
Iceland,ISL,2019,,1454.4949,,,1454
India,IND,1970,,2077.3308,,,
India,IND,1971,,2077.0852,,,
India,IND,1972,,2076.5603,,,
India,IND,1973,,2074.829,,,
India,IND,1974,,2072.3657,,,
India,IND,1975,,2069.9565,,,
India,IND,1976,,2067.16,,,
India,IND,1977,,2065.3796,,,
India,IND,1978,,2064.4177,,,
India,IND,1979,,2064.2246,,,
India,IND,1980,,2064.0278,,,
India,IND,1981,,2063.623,,,
India,IND,1982,,2064.153,,,
India,IND,1983,,2065.1204,,,
India,IND,1984,,2066.7083,,,
India,IND,1985,,2068.6077,,,
India,IND,1986,,2070.578,,,
India,IND,1987,,2072.2705,,,
India,IND,1988,,2075.0774,,,
India,IND,1989,,2078.132,,,
India,IND,1990,,2078.4795,,,
India,IND,1991,,2079.3042,,,
India,IND,1992,,2076.9104,,,
India,IND,1993,,2075.8694,,,
India,IND,1994,,2075.6873,,,
India,IND,1995,,2077.0972,,,
India,IND,1996,,2079.8303,,,
India,IND,1997,,2079.3826,,,
India,IND,1998,,2080.7412,,,
India,IND,1999,,2082.6938,,,
India,IND,2000,,2086.6284,,,
India,IND,2001,,2086.7727,,,
India,IND,2002,,2088.8936,,,
India,IND,2003,,2091.9958,,,
India,IND,2004,,2095.7783,,,
India,IND,2005,,2096.916,,,
India,IND,2006,,2097.0964,,,
India,IND,2007,,2098.1213,,,
India,IND,2008,,2099.633,,,
India,IND,2009,,2103.5361,,,
India,IND,2010,,2110.3926,,,
India,IND,2011,,2113.6245,,,
India,IND,2012,,2115.7139,,,
India,IND,2013,,2117.1133,,,
India,IND,2014,,2118.5447,,,
India,IND,2015,,2118.8215,,,
India,IND,2016,,2121.2432,,,
India,IND,2017,,2122.9407,,,
India,IND,2018,,2122.9407,,,
India,IND,2019,,2122.9407,,,
Indonesia,IDN,1970,,1893.4952,,,
Indonesia,IDN,1971,,1892.7327,,,
Indonesia,IDN,1972,,1918.5746,,,
Indonesia,IDN,1973,,1925.8982,,,
Indonesia,IDN,1974,,1920.833,,,
Indonesia,IDN,1975,,1900.5018,,,
Indonesia,IDN,1976,,1862.275,,,
Indonesia,IDN,1977,,1877.682,,,
Indonesia,IDN,1978,,1981.1886,,,
Indonesia,IDN,1979,,1992.0203,,,
Indonesia,IDN,1980,,2005.733,,,
Indonesia,IDN,1981,,2035.1864,,,
Indonesia,IDN,1982,,2013.3235,,,
Indonesia,IDN,1983,,2050.5957,,,
Indonesia,IDN,1984,,2056.1162,,,
Indonesia,IDN,1985,,2029.4622,,,
Indonesia,IDN,1986,,1887.7104,,,
Indonesia,IDN,1987,,1889.9427,,,
Indonesia,IDN,1988,,1886.1467,,,
Indonesia,IDN,1989,,1891.3356,,,
Indonesia,IDN,1990,,1909.3021,,,
Indonesia,IDN,1991,,1928.3624,,,
Indonesia,IDN,1992,,1895.6202,,,
Indonesia,IDN,1993,,1897.3348,,,
Indonesia,IDN,1994,,1929.5098,,,
Indonesia,IDN,1995,,1927.9639,,,
Indonesia,IDN,1996,,1917.2216,,,
Indonesia,IDN,1997,,1923.3959,,,
Indonesia,IDN,1998,,1956.473,,,
Indonesia,IDN,1999,,1971.893,,,
Indonesia,IDN,2000,,1979.1157,,,
Indonesia,IDN,2001,,2021.0006,,,
Indonesia,IDN,2002,,1993.8693,,,
Indonesia,IDN,2003,,2020.7998,,,
Indonesia,IDN,2004,,2046.9236,,,
Indonesia,IDN,2005,,2024.379,,,
Indonesia,IDN,2006,,2039.5248,,,
Indonesia,IDN,2007,,2078.1553,,,
Indonesia,IDN,2008,,2055.938,,,
Indonesia,IDN,2009,,2075.396,,,
Indonesia,IDN,2010,,2066.0007,,,
Indonesia,IDN,2011,,2034.8198,,,
Indonesia,IDN,2012,,2037.8956,,,
Indonesia,IDN,2013,,2034.9995,,,
Indonesia,IDN,2014,,2017.9722,,,
Indonesia,IDN,2015,,2024.287,,,
Indonesia,IDN,2016,,2014.539,,,
Indonesia,IDN,2017,,2019.9233,,,
Indonesia,IDN,2018,,2019.9233,,,
Indonesia,IDN,2019,,2019.9233,,,
Ireland,IRL,1983,1935.9736328125,2073.1814,,,2074
Ireland,IRL,1984,1942.2646484375,2055.1309,,,2056
Ireland,IRL,1985,1934.59692382812,2062.194,,,2063
Ireland,IRL,1986,1949.3115234375,2096.7253,,,2097
Ireland,IRL,1987,1939.1162109375,2076.059,,,2077
Ireland,IRL,1988,1935.26135253906,2084.4302,,,2085
Ireland,IRL,1989,1947.41857910156,2091.755,,,2092
Ireland,IRL,1990,1935.77587890625,2080.2446,1992,,2081
Ireland,IRL,1991,1907.98156738281,2045.1902,,,2046
Ireland,IRL,1992,1871.4755859375,1996.7941,,,1998
Ireland,IRL,1993,1838.18115234375,1970.111,,,1971
Ireland,IRL,1994,1831.31494140625,1970.3726,,,1971
Ireland,IRL,1995,1827.6455078125,1962.0013,,,1963
Ireland,IRL,1996,1824.056640625,1953.5992,,,1954
Ireland,IRL,1997,1818.64416503906,1954.1941,,,1954
Ireland,IRL,1998,1794.86889648438,1953.1941,,,1953
Ireland,IRL,1999,1780.693359375,1941.8829,,,1942
Ireland,IRL,2000,1773.74609375,1932.7238,1686,,1933
Ireland,IRL,2001,1755.32409667969,1923.5294,,,1924
Ireland,IRL,2002,1739.869140625,1904.2762,,,1904
Ireland,IRL,2003,1720.7265625,1886.7864,,,1887
Ireland,IRL,2004,1719.41467285156,1875.256,,,1875
Ireland,IRL,2005,1711.87121582031,1883.1937,,,1883
Ireland,IRL,2006,1700.48681640625,1878.813,,,1879
Ireland,IRL,2007,1677.09191894531,1864.9323,,,1865
Ireland,IRL,2008,1618.35424804688,1843.8962,,,1844
Ireland,IRL,2009,1558.54504394531,1811.803,,,1812
Ireland,IRL,2010,1550.4287109375,1720.9739,,,1721
Ireland,IRL,2011,1553.9306640625,1736.5315,,,1737
Ireland,IRL,2012,1559.54174804688,1737.8612,,,1738
Ireland,IRL,2013,1582.57971191406,1743.4727,,,1743
Ireland,IRL,2014,1585.72033691406,1757.0306,,,1757
Ireland,IRL,2015,1592.3056640625,1770.5844,,,1771
Ireland,IRL,1950,,2419.4111,2437,,
Ireland,IRL,1951,,2407.575,,,
Ireland,IRL,1952,,2395.7969,,,
Ireland,IRL,1953,,2384.0762,,,
Ireland,IRL,1954,,2372.413,,,
Ireland,IRL,1955,,2360.807,,,
Ireland,IRL,1956,,2349.2573,,,
Ireland,IRL,1957,,2337.7644,,,
Ireland,IRL,1958,,2326.328,,,
Ireland,IRL,1959,,2314.947,,,
Ireland,IRL,1960,,2303.622,2320,,
Ireland,IRL,1961,,2306.6157,,,
Ireland,IRL,1962,,2309.6133,,,
Ireland,IRL,1963,,2312.615,,,
Ireland,IRL,1964,,2315.6204,,,
Ireland,IRL,1965,,2318.6296,,,
Ireland,IRL,1966,,2321.6428,,,
Ireland,IRL,1967,,2324.6602,,,
Ireland,IRL,1968,,2327.6812,,,
Ireland,IRL,1969,,2330.7063,,,
Ireland,IRL,1970,,2333.735,2103,,2335
Ireland,IRL,1971,,2316.7312,,,2318
Ireland,IRL,1972,,2296.588,,,2297
Ireland,IRL,1973,,2284.031,,,2285
Ireland,IRL,1974,,2247.6687,,,2248
Ireland,IRL,1975,,2237.7278,,,2239
Ireland,IRL,1976,,2232.2344,,,2233
Ireland,IRL,1977,,2202.6733,,,2203
Ireland,IRL,1978,,2183.0535,,,2184
Ireland,IRL,1979,,2161.3406,,,2162
Ireland,IRL,1980,,2122.1006,1954,,2123
Ireland,IRL,1981,,2090.7085,,,2091
Ireland,IRL,1982,,2083.3838,,,2084
Ireland,IRL,2016,,1762.9232,,,1763
Ireland,IRL,2017,,1774.7498,,,1775
Ireland,IRL,2018,,1785.4022,,,1785
Ireland,IRL,2019,,1771.9779,,,1772
Ireland,IRL,1870,,,3108,,
Ireland,IRL,1880,,,3017,,
Ireland,IRL,1890,,,2869,,
Ireland,IRL,1900,,,2795,,
Ireland,IRL,1913,,,2690,,
Ireland,IRL,1929,,,2182,,
Ireland,IRL,1938,,,2171,,
Israel,ISR,1981,,1966.0331,,,1966
Israel,ISR,1982,,1941.761,,,1942.3
Israel,ISR,1983,,1928.6136,,,1929.09999999999
Israel,ISR,1984,,1931.6477,,,1932.2
Israel,ISR,1985,,1931.6477,,,1932.09999999999
Israel,ISR,1986,,1926.5911,,,1927
Israel,ISR,1987,,1920.5231,,,1921.2
Israel,ISR,1988,,1878.047,,,1878.09999999999
Israel,ISR,1989,,1909.3983,,,1909.09999999999
Israel,ISR,1990,,1904.3417,,,1904
Israel,ISR,1991,,1897.2623,,,1897.3
Israel,ISR,1992,,1950.863,,,1951.2
Israel,ISR,1993,,1952.8857,,,1953
Israel,ISR,1994,,1993.339,,,1993.09999999999
Israel,ISR,1995,,2017.6111,,,2013.8
Israel,ISR,1996,,2035.5391,,,2031
Israel,ISR,1997,,2040.4977,,,2036.3
Israel,ISR,1998,,2015.4592,,,2011.9
Israel,ISR,1999,,2023.3385,,,2021.08999999999
Israel,ISR,2000,,2034.7421,,,2032.9
Israel,ISR,2001,,1998.0148,,,1996.09999999999
Israel,ISR,2002,,2015.5543,,,2014.3
Israel,ISR,2003,,1996.878,,,1997.5
Israel,ISR,2004,,1973.2894,,,1975
Israel,ISR,2005,,1965.0957,,,1966.4
Israel,ISR,2006,,1951.7192,,,1955
Israel,ISR,2007,,1964.7948,,,1966.5
Israel,ISR,2008,,1960.6504,,,1963.3
Israel,ISR,2009,,1962.0277,,,1962.5
Israel,ISR,2010,,1956.2672,,,1956.5
Israel,ISR,2011,,1946.813,,,1947.2
Israel,ISR,2012,,1918.9104,,,1918.8
Israel,ISR,2013,,1908.5974,,,1908.2
Israel,ISR,2014,,1894.1754,,,1894.5
Israel,ISR,2015,,1895.9094,,,1895.4
Israel,ISR,2016,,1921.191,,,1922.09999999999
Israel,ISR,2017,,1920.5325,,,1918
Israel,ISR,2018,,1912.8923,,,1910.09999999999
Israel,ISR,2019,,1900.8748,,,1898.09999999999
Italy,ITA,1983,1706.43713378906,1867.6633,,,
Italy,ITA,1984,1674.65612792969,1856.6704,,,
Italy,ITA,1985,1681.2841796875,1850.5262,,,
Italy,ITA,1986,1681.30700683594,1863.0144,,,
Italy,ITA,1987,1677.19396972656,1877.6406,,,
Italy,ITA,1988,1693.02758789062,1885.3231,,,
Italy,ITA,1989,1689.24853515625,1873.1007,,,
Italy,ITA,1990,1691.42700195312,1856.4014,1674,,
Italy,ITA,1991,1689.400390625,1847.4683,,,
Italy,ITA,1992,1660.01293945312,1850.4974,,,
Italy,ITA,1993,1671.34924316406,1850.6401,,,
Italy,ITA,1994,1660.24780273438,1850.3268,,,
Italy,ITA,1995,1666.96044921875,1856.2129,,,1856.2
Italy,ITA,1996,1669.33032226562,1866.1517,,,1866.2
Italy,ITA,1997,1669.06201171875,1859.8639,,,1859.9
Italy,ITA,1998,1667.8857421875,1873.1329,,,1873.09999999999
Italy,ITA,1999,1665.3447265625,1869.878,,,1869.9
Italy,ITA,2000,1660.56140136719,1850.198,1612,,1850.2
Italy,ITA,2001,1649.63793945312,1837.6362,,,1837.59999999999
Italy,ITA,2002,1649.58508300781,1826.1901,,,1826.2
Italy,ITA,2003,1644.33508300781,1815.1038,,,1815.09999999999
Italy,ITA,2004,1671.81213378906,1814.6156,,,1814.59999999999
Italy,ITA,2005,1664.13732910156,1811.1017,,,1811.09999999999
Italy,ITA,2006,1660.58630371094,1811.8516,,,1811.9
Italy,ITA,2007,1653.15185546875,1817.7074,,,1817.7
Italy,ITA,2008,1651.28771972656,1806.5394,,,1806.5
Italy,ITA,2009,1620.56225585938,1775.1697,,,1775.2
Italy,ITA,2010,1634.40747070312,1776.7732,,,1776.8
Italy,ITA,2011,1612.24621582031,1772.5574,,,1772.59999999999
Italy,ITA,2012,1578.77661132812,1733.6423,,,1733.59999999999
Italy,ITA,2013,1588.6572265625,1719.0903,,,1719.09999999999
Italy,ITA,2014,1602.4169921875,1716.3412,,,1716.3
Italy,ITA,2015,1612.62133789062,1717.469,,,1717.5
Italy,ITA,1950,,2099.5305,1951,,
Italy,ITA,1951,,2105.9595,,,
Italy,ITA,1952,,2112.4082,,,
Italy,ITA,1953,,2118.8767,,,
Italy,ITA,1954,,2125.3647,,,
Italy,ITA,1955,,2131.873,,,
Italy,ITA,1956,,2138.4011,,,
Italy,ITA,1957,,2144.949,,,
Italy,ITA,1958,,2151.517,,,
Italy,ITA,1959,,2158.1052,,,
Italy,ITA,1960,,2164.7136,2012,,
Italy,ITA,1961,,2148.0322,,,
Italy,ITA,1962,,2098.948,,,
Italy,ITA,1963,,2084.2085,,,
Italy,ITA,1964,,2078.0774,,,
Italy,ITA,1965,,2020.4868,,,
Italy,ITA,1966,,2039.122,,,
Italy,ITA,1967,,2063.5618,,,
Italy,ITA,1968,,2057.1218,,,
Italy,ITA,1969,,2056.0034,,,
Italy,ITA,1970,,2034.7423,1825,,
Italy,ITA,1971,,1982.4568,,,
Italy,ITA,1972,,1963.6632,,,
Italy,ITA,1973,,1947.4805,,,
Italy,ITA,1974,,1917.0176,,,
Italy,ITA,1975,,1901.5526,,,
Italy,ITA,1976,,1899.4647,,,
Italy,ITA,1977,,1864.7463,,,
Italy,ITA,1978,,1854.7401,,,
Italy,ITA,1979,,1848.2284,,,
Italy,ITA,1980,,1849.2611,1724,,
Italy,ITA,1981,,1852.6433,,,
Italy,ITA,1982,,1862.8739,,,
Italy,ITA,2016,,1721.6975,,,1721.7
Italy,ITA,2017,,1719.1593,,,1719.2
Italy,ITA,2018,,1722.3185,,,1722.3
Italy,ITA,2019,,1717.8339,,,1717.8
Italy,ITA,1870,,,3000,,
Italy,ITA,1880,,,3008,,
Italy,ITA,1890,,,3006,,
Italy,ITA,1900,,,3014,,
Italy,ITA,1913,,,2953,,
Italy,ITA,1929,,,2153,,
Italy,ITA,1938,,,2162,,
Jamaica,JAM,1986,,1864.8246,,,
Jamaica,JAM,1987,,1893.6748,,,
Jamaica,JAM,1988,,1914.997,,,
Jamaica,JAM,1989,,1972.9108,,,
Jamaica,JAM,1990,,1938.2228,,,
Jamaica,JAM,1991,,1947.975,,,
Jamaica,JAM,1992,,1963.4525,,,
Jamaica,JAM,1993,,1951.1327,,,
Jamaica,JAM,1994,,1958.8782,,,
Jamaica,JAM,1995,,1948.525,,,
Jamaica,JAM,1996,,1969.2648,,,
Jamaica,JAM,1997,,1963.9474,,,
Jamaica,JAM,1998,,1999.2107,,,
Jamaica,JAM,1999,,1983.4503,,,
Jamaica,JAM,2000,,1963.4492,,,
Jamaica,JAM,2001,,1970.6368,,,
Jamaica,JAM,2002,,1965.5664,,,
Japan,JPN,1950,,2030.4137,,,
Japan,JPN,1951,,2012.9907,,,
Japan,JPN,1952,,1995.7172,,,
Japan,JPN,1953,,1978.5918,,,
Japan,JPN,1954,,2008.9454,,,
Japan,JPN,1955,,2034.5164,,,
Japan,JPN,1956,,2084.9668,,,
Japan,JPN,1957,,2108.0427,,,
Japan,JPN,1958,,2133.1448,,,
Japan,JPN,1959,,2156.2446,,,
Japan,JPN,1960,,2172.899,,,
Japan,JPN,1961,,2175.3137,,,
Japan,JPN,1962,,2152.7,,,
Japan,JPN,1963,,2146.3276,,,
Japan,JPN,1964,,2153.529,,,
Japan,JPN,1965,,2135.1223,,,
Japan,JPN,1966,,2142.9473,,,
Japan,JPN,1967,,2156.571,,,
Japan,JPN,1968,,2160.34,,,
Japan,JPN,1969,,2147.0117,,,
Japan,JPN,1970,,2137.2173,,,2243
Japan,JPN,1971,,2129.2954,,,2239
Japan,JPN,1972,,2131.6648,,,2228
Japan,JPN,1973,,2117.5442,,,2201
Japan,JPN,1974,,2058.7163,,,2137
Japan,JPN,1975,,2030.2618,,,2112
Japan,JPN,1976,,2057.5,,,2128
Japan,JPN,1977,,2064.0063,,,2129
Japan,JPN,1978,,2067.9878,,,2123
Japan,JPN,1979,,2072.7031,,,2126
Japan,JPN,1980,,2073.9438,,,2121
Japan,JPN,1981,,2068.8276,,,2106
Japan,JPN,1982,,2068.6187,,,2104
Japan,JPN,1983,,2074.86,,,2095
Japan,JPN,1984,,2089.2798,,,2108
Japan,JPN,1985,,2076.7673,,,2093
Japan,JPN,1986,,2078.495,,,2097
Japan,JPN,1987,,2083.9683,,,2096
Japan,JPN,1988,,2080.4377,,,2092
Japan,JPN,1989,,2061.3616,,,2070
Japan,JPN,1990,,2028.4187,,,2031
Japan,JPN,1991,,2010.742,,,1998
Japan,JPN,1992,,1962.1306,,,1965
Japan,JPN,1993,,1926.7769,,,1905
Japan,JPN,1994,,1909.1,,,1898
Japan,JPN,1995,,1911.6,,,1884
Japan,JPN,1996,,1914.8,,,1892
Japan,JPN,1997,,1887.1,,,1865
Japan,JPN,1998,,1866.5,,,1842
Japan,JPN,1999,,1850.9,,,1810
Japan,JPN,2000,,1858.5,,,1821
Japan,JPN,2001,,1843.1,,,1809
Japan,JPN,2002,,1830.6,,,1798
Japan,JPN,2003,,1834.2,,,1799
Japan,JPN,2004,,1841.9,,,1787
Japan,JPN,2005,,1828.2,,,1775
Japan,JPN,2006,,1836.4,,,1784
Japan,JPN,2007,,1826.9,,,1785
Japan,JPN,2008,,1807.7,,,1771
Japan,JPN,2009,,1757.7,,,1714
Japan,JPN,2010,,1779.3,,,1733
Japan,JPN,2011,,1775.3,,,1728
Japan,JPN,2012,,1786.8,,,1745
Japan,JPN,2013,,1766.5,,,1734
Japan,JPN,2014,,1762.1,,,1729
Japan,JPN,2015,,1756.9,,,1719
Japan,JPN,2016,,1747.1,,,1714
Japan,JPN,2017,,1743.7,,,1709
Japan,JPN,2018,,1729,,,1680
Japan,JPN,2019,,1691.0852,,,1644
Korea,,2008,,,,,2228
Korea,,2009,,,,,2174
Korea,,2010,,,,,2163
Korea,,2011,,,,,2136
Korea,,2012,,,,,2119
Korea,,2013,,,,,2106
Korea,,2014,,,,,2076
Korea,,2015,,,,,2083
Korea,,2016,,,,,2068
Korea,,2017,,,,,2018
Korea,,2018,,,,,1993
Korea,,2019,,,,,1967
Latvia,LVA,1995,,1975.9082,,,
Latvia,LVA,1996,,1975.8959,,,
Latvia,LVA,1997,,1975.9169,,,
Latvia,LVA,1998,,1975.9045,,,
Latvia,LVA,1999,,1975.9008,,,
Latvia,LVA,2000,,1975.7949,,,1760
Latvia,LVA,2001,,1987.1439,,,1770
Latvia,LVA,2002,,1937.8738,,,1726
Latvia,LVA,2003,,1927.734,,,1717
Latvia,LVA,2004,,1878.3942,,,1673
Latvia,LVA,2005,,1905.5121,,,1697
Latvia,LVA,2006,,1906.8286,,,1698
Latvia,LVA,2007,,1878.2091,,,1673
Latvia,LVA,2008,,2002.2491,,,1783
Latvia,LVA,2009,,1952.2241,,,1739
Latvia,LVA,2010,,1935.1354,,,1723
Latvia,LVA,2011,,1951.8978,,,1738
Latvia,LVA,2012,,1934.2838,,,1723
Latvia,LVA,2013,,1927.7461,,,1717
Latvia,LVA,2014,,1938.4757,,,1726
Latvia,LVA,2015,,1901.7413,,,1694
Latvia,LVA,2016,,1902.4856,,,1694
Latvia,LVA,2017,,1886.51,,,1680
Latvia,LVA,2018,,1899.5946,,,1692
Latvia,LVA,2019,,1864.9758,,,1661
Lithuania,LTU,1995,,1729.3558,,,
Lithuania,LTU,1996,,1727.0402,,,
Lithuania,LTU,1997,,1732.694,,,
Lithuania,LTU,1998,,1779.5939,,,
Lithuania,LTU,1999,,1726.0139,,,
Lithuania,LTU,2000,,1846.2274,,,1601
Lithuania,LTU,2001,,1831.2194,,,1588
Lithuania,LTU,2002,,1802.1711,,,1563
Lithuania,LTU,2003,,1785.8864,,,1549
Lithuania,LTU,2004,,1878.5562,,,1629
Lithuania,LTU,2005,,1878.9719,,,1629
Lithuania,LTU,2006,,1874.2102,,,1625
Lithuania,LTU,2007,,1903.7567,,,1651
Lithuania,LTU,2008,,1933.5715,,,1677
Lithuania,LTU,2009,,1862.9437,,,1615
Lithuania,LTU,2010,,1921.4894,,,1666
Lithuania,LTU,2011,,1896.0465,,,1644
Lithuania,LTU,2012,,1893.8208,,,1642
Lithuania,LTU,2013,,1877.0928,,,1628
Lithuania,LTU,2014,,1868.4878,,,1620
Lithuania,LTU,2015,,1894.8954,,,1643
Lithuania,LTU,2016,,1918.818,,,1664
Lithuania,LTU,2017,,1876.4305,,,1627
Lithuania,LTU,2018,,1884.4995,,,1634
Lithuania,LTU,2019,,1886.0845,,,1635
Luxembourg,LUX,1970,,1845.8337,,,
Luxembourg,LUX,1971,,1842.3225,,,
Luxembourg,LUX,1972,,1821.7404,,,
Luxembourg,LUX,1973,,1792.4796,,,
Luxembourg,LUX,1974,,1768.9808,,,
Luxembourg,LUX,1975,,1741.3528,,,
Luxembourg,LUX,1976,,1757.8203,,,
Luxembourg,LUX,1977,,1732.7173,,,
Luxembourg,LUX,1978,,1715.1167,,,
Luxembourg,LUX,1979,,1698.5068,,,
Luxembourg,LUX,1980,,1682.2992,,,
Luxembourg,LUX,1981,,1658.0498,,,
Luxembourg,LUX,1982,,1640.4098,,,
Luxembourg,LUX,1983,,1634.7795,,,
Luxembourg,LUX,1984,,1621.1935,,,
Luxembourg,LUX,1985,,1634.8555,,,
Luxembourg,LUX,1986,,1626.6586,,,
Luxembourg,LUX,1987,,1624.8365,,,
Luxembourg,LUX,1988,,1644.8745,,,
Luxembourg,LUX,1989,,1633.9445,,,
